chr,source,id,start,end,.,strand,..,annotation,seqLen,geneName
chr1,refGene,transcript,180989556,181017569,.,-,.,gene_id Ephx1; transcript_id NM_010145;  gene_name Ephx1;,28013,Ephx1
chr2,refGene,transcript,25291177,25319187,.,-,.,gene_id Grin1; transcript_id NM_001177657;  gene_name Grin1;,28010,Grin1
chr6,refGene,transcript,146805530,146833529,.,+,.,gene_id Arntl2; transcript_id NM_001289680;  gene_name Arntl2;,27999,Arntl2
chr19,refGene,transcript,58943425,58971421,.,+,.,gene_id Eno4; transcript_id NM_178689;  gene_name Eno4;,27996,Eno4
chr10,refGene,transcript,93488768,93516761,.,+,.,gene_id Hal; transcript_id NM_010401;  gene_name Hal;,27993,Hal
chr2,refGene,transcript,143915331,143943324,.,+,.,gene_id Dstn; transcript_id NM_019771;  gene_name Dstn;,27993,Dstn
chr1,refGene,transcript,72824480,72852471,.,+,.,gene_id Igfbp2; transcript_id NM_008342;  gene_name Igfbp2;,27991,Igfbp2
chr8,refGene,transcript,70139499,70167488,.,+,.,gene_id Gm45929; transcript_id NM_001310055;  gene_name Gm45929;,27989,Gm45929
chr13,refGene,transcript,74322255,74350240,.,-,.,gene_id Sdha; transcript_id NM_023281;  gene_name Sdha;,27985,Sdha
chr13,refGene,transcript,49504810,49532789,.,+,.,gene_id Ecm2; transcript_id NM_001012324;  gene_name Ecm2;,27979,Ecm2
chr8,refGene,transcript,93020215,93048192,.,-,.,gene_id Ces1a; transcript_id NM_001013764;  gene_name Ces1a;,27977,Ces1a
chr10,refGene,transcript,79927043,79955018,.,+,.,gene_id Arid3a; transcript_id NM_007880;  gene_name Arid3a;,27975,Arid3a
chr7,refGene,transcript,14465051,14493023,.,-,.,gene_id Sult2a7; transcript_id NM_001184981;  gene_name Sult2a7;,27972,Sult2a7
chr15,refGene,transcript,103402459,103430427,.,-,.,gene_id Gtsf1; transcript_id NM_028797;  gene_name Gtsf1;,27968,Gtsf1
chr14,refGene,transcript,46645817,46673775,.,-,.,gene_id D330046F09Rik; transcript_id NR_131909;  gene_name D330046F09Rik;,27958,D330046F09Rik
chr6,refGene,transcript,41652770,41680723,.,-,.,gene_id Trpv5; transcript_id NM_001007572;  gene_name Trpv5;,27953,Trpv5
chr5,refGene,transcript,136083916,136111861,.,+,.,gene_id Rasa4; transcript_id NM_133914;  gene_name Rasa4;,27945,Rasa4
chr9,refGene,transcript,5308849,5336791,.,+,.,gene_id Casp4; transcript_id NM_007609;  gene_name Casp4;,27942,Casp4
chr8,refGene,transcript,70184340,70212281,.,-,.,gene_id Slc25a42; transcript_id NM_001007570;  gene_name Slc25a42;,27941,Slc25a42
chr8,refGene,transcript,93351840,93379777,.,-,.,gene_id Ces1h; transcript_id NM_001370830;  gene_name Ces1h;,27937,Ces1h
chr15,refGene,transcript,96051616,96079553,.,-,.,gene_id D030018L15Rik; transcript_id NR_126493;  gene_name D030018L15Rik;,27937,D030018L15Rik
chr3,refGene,transcript,30644507,30672431,.,+,.,gene_id Lrriq4; transcript_id NM_026668;  gene_name Lrriq4;,27924,Lrriq4
chr12,refGene,transcript,36014555,36042478,.,-,.,gene_id Tspan13; transcript_id NM_025359;  gene_name Tspan13;,27923,Tspan13
chr12,refGene,transcript,108334316,108362234,.,+,.,gene_id Cyp46a1; transcript_id NM_010010;  gene_name Cyp46a1;,27918,Cyp46a1
chr15,refGene,transcript,79108983,79136901,.,+,.,gene_id Micall1; transcript_id NM_177461;  gene_name Micall1;,27918,Micall1
chr3,refGene,transcript,55182044,55209957,.,+,.,gene_id Sohlh2; transcript_id NM_028937;  gene_name Sohlh2;,27913,Sohlh2
chr15,refGene,transcript,78775136,78803042,.,-,.,gene_id Card10; transcript_id NM_130859;  gene_name Card10;,27906,Card10
chr7,refGene,transcript,39449511,39477416,.,+,.,gene_id Zfp939; transcript_id NR_157256;  gene_name Zfp939;,27905,Zfp939
chr7,refGene,transcript,45526330,45554229,.,+,.,gene_id Plekha4; transcript_id NM_148927;  gene_name Plekha4;,27899,Plekha4
chr3,refGene,transcript,88744701,88772599,.,-,.,gene_id Syt11; transcript_id NM_018804;  gene_name Syt11;,27898,Syt11
chr7,refGene,transcript,46644641,46672537,.,-,.,gene_id Tph1; transcript_id NM_009414;  gene_name Tph1;,27896,Tph1
chr4,refGene,transcript,98355370,98383265,.,-,.,gene_id Tm2d1; transcript_id NM_053157;  gene_name Tm2d1;,27895,Tm2d1
chr7,refGene,transcript,45339126,45367019,.,-,.,gene_id Ppfia3; transcript_id NM_029741;  gene_name Ppfia3;,27893,Ppfia3
chr5,refGene,transcript,21757277,21785165,.,-,.,gene_id Dnajc2; transcript_id NM_009584;  gene_name Dnajc2;,27888,Dnajc2
chr6,refGene,transcript,82911885,82939769,.,-,.,gene_id Sema4f; transcript_id NM_001308374;  gene_name Sema4f;,27884,Sema4f
chr15,refGene,transcript,54250619,54278484,.,-,.,gene_id Tnfrsf11b; transcript_id NM_008764;  gene_name Tnfrsf11b;,27865,Tnfrsf11b
chr3,refGene,transcript,31095058,31122923,.,+,.,gene_id Skil; transcript_id NM_001271772;  gene_name Skil;,27865,Skil
chr8,refGene,transcript,105225188,105253051,.,+,.,gene_id D230025D16Rik; transcript_id NM_145604;  gene_name D230025D16Rik;,27863,D230025D16Rik
chr1,refGene,transcript,65158616,65186479,.,-,.,gene_id Idh1; transcript_id NM_001111320;  gene_name Idh1;,27863,Idh1
chr18,refGene,transcript,21072344,21100199,.,+,.,gene_id Mep1b; transcript_id NM_008586;  gene_name Mep1b;,27855,Mep1b
chr9,refGene,transcript,57560944,57588798,.,+,.,gene_id Scamp2; transcript_id NM_022813;  gene_name Scamp2;,27854,Scamp2
chr11,refGene,transcript,103697724,103725573,.,+,.,gene_id C130046K22Rik; transcript_id NR_102388;  gene_name C130046K22Rik;,27849,C130046K22Rik
chr7,refGene,transcript,110816535,110844381,.,-,.,gene_id Rnf141; transcript_id NM_025999;  gene_name Rnf141;,27846,Rnf141
chr13,refGene,transcript,52729370,52757205,.,-,.,gene_id BB123696; transcript_id NR_027893;  gene_name BB123696;,27835,BB123696
chr4,refGene,transcript,146519039,146546873,.,-,.,gene_id 1700095A21Rik; transcript_id NR_045468;  gene_name 1700095A21Rik;,27834,1700095A21Rik
chr7,refGene,transcript,34140697,34168529,.,-,.,gene_id Uba2; transcript_id NM_016682;  gene_name Uba2;,27832,Uba2
chr15,refGene,transcript,10952332,10980162,.,+,.,gene_id C1qtnf3; transcript_id NM_030888;  gene_name C1qtnf3;,27830,C1qtnf3
chr10,refGene,transcript,75589381,75617200,.,+,.,gene_id Ggt5; transcript_id NR_153110;  gene_name Ggt5;,27819,Ggt5
chr17,refGene,transcript,19053493,19081311,.,+,.,gene_id Vmn2r98; transcript_id NM_001104550;  gene_name Vmn2r98;,27818,Vmn2r98
chr8,refGene,transcript,13077525,13105343,.,-,.,gene_id Pcid2; transcript_id NM_178708;  gene_name Pcid2;,27818,Pcid2
chr9,refGene,transcript,78395777,78423589,.,+,.,gene_id Ddx43; transcript_id NM_001191044;  gene_name Ddx43;,27812,Ddx43
chr1,refGene,transcript,161142697,161170507,.,+,.,gene_id Ankrd45; transcript_id NM_001368766;  gene_name Ankrd45;,27810,Ankrd45
chr1,refGene,transcript,38132083,38159892,.,+,.,gene_id Gm5099; transcript_id NR_151587;  gene_name Gm5099;,27809,Gm5099
chr2,refGene,transcript,155701673,155729475,.,-,.,gene_id Edem2; transcript_id NM_145537;  gene_name Edem2;,27802,Edem2
chr5,refGene,transcript,121566027,121593824,.,-,.,gene_id Aldh2; transcript_id NM_009656;  gene_name Aldh2;,27797,Aldh2
chr11,refGene,transcript,60830631,60858423,.,+,.,gene_id Dhrs7b; transcript_id NM_145428;  gene_name Dhrs7b;,27792,Dhrs7b
chr18,refGene,transcript,60474191,60501983,.,-,.,gene_id Smim3; transcript_id NM_134133;  gene_name Smim3;,27792,Smim3
chr11,refGene,transcript,75768271,75796060,.,-,.,gene_id Doc2b; transcript_id NM_007873;  gene_name Doc2b;,27789,Doc2b
chr5,refGene,transcript,124834432,124862221,.,-,.,gene_id Ccdc92; transcript_id NM_144819;  gene_name Ccdc92;,27789,Ccdc92
chr4,refGene,transcript,132974095,133001882,.,+,.,gene_id Fgr; transcript_id NM_010208;  gene_name Fgr;,27787,Fgr
chrX,refGene,transcript,166662025,166689812,.,+,.,gene_id Gm1720; transcript_id NR_046015;  gene_name Gm1720;,27787,Gm1720
chr5,refGene,transcript,52741574,52769344,.,+,.,gene_id Pi4k2b; transcript_id NM_028744;  gene_name Pi4k2b;,27770,Pi4k2b
chr7,refGene,transcript,24978169,25005937,.,-,.,gene_id Atp1a3; transcript_id NM_001290469;  gene_name Atp1a3;,27768,Atp1a3
chr11,refGene,transcript,103171138,103198900,.,+,.,gene_id Fmnl1; transcript_id NM_019679;  gene_name Fmnl1;,27762,Fmnl1
chr8,refGene,transcript,70093085,70120844,.,-,.,gene_id Ncan; transcript_id NM_007789;  gene_name Ncan;,27759,Ncan
chr13,refGene,transcript,100669481,100697240,.,+,.,gene_id Ccdc125; transcript_id NM_001168386;  gene_name Ccdc125;,27759,Ccdc125
chr2,refGene,transcript,132424741,132452499,.,+,.,gene_id 4921508D12Rik; transcript_id NR_045802;  gene_name 4921508D12Rik;,27758,4921508D12Rik
chr4,refGene,transcript,115106323,115134079,.,-,.,gene_id Cyp4x1; transcript_id NM_001003947;  gene_name Cyp4x1;,27756,Cyp4x1
chr5,refGene,transcript,35652026,35679780,.,-,.,gene_id Htra3; transcript_id NM_030127;  gene_name Htra3;,27754,Htra3
chr7,refGene,transcript,126986860,127014594,.,-,.,gene_id Mvp; transcript_id NM_080638;  gene_name Mvp;,27734,Mvp
chr6,refGene,transcript,101774249,101801982,.,+,.,gene_id Gm9871; transcript_id NR_027989;  gene_name Gm9871;,27733,Gm9871
chr9,refGene,transcript,74861921,74889647,.,+,.,gene_id Onecut1; transcript_id NM_008262;  gene_name Onecut1;,27726,Onecut1
chr4,refGene,transcript,11966574,11994295,.,+,.,gene_id 1700123M08Rik; transcript_id NR_040577;  gene_name 1700123M08Rik;,27721,1700123M08Rik
chr3,refGene,transcript,75242357,75270078,.,-,.,gene_id Serpini2; transcript_id NM_026460;  gene_name Serpini2;,27721,Serpini2
chr2,refGene,transcript,180042483,180070201,.,+,.,gene_id Ss18l1; transcript_id NM_178750;  gene_name Ss18l1;,27718,Ss18l1
chr16,refGene,transcript,36043844,36071561,.,-,.,gene_id Fam162a; transcript_id NM_027342;  gene_name Fam162a;,27717,Fam162a
chr7,refGene,transcript,46796094,46823800,.,+,.,gene_id Gtf2h1; transcript_id NM_008186;  gene_name Gtf2h1;,27706,Gtf2h1
chr9,refGene,transcript,108051672,108079375,.,-,.,gene_id Rnf123; transcript_id NM_032543;  gene_name Rnf123;,27703,Rnf123
chr8,refGene,transcript,12573036,12600739,.,+,.,gene_id Spaca7; transcript_id NM_024279;  gene_name Spaca7;,27703,Spaca7
chr16,refGene,transcript,42884370,42912070,.,-,.,gene_id Gm19522; transcript_id NR_040402;  gene_name Gm19522;,27700,Gm19522
chr6,refGene,transcript,134830199,134857883,.,+,.,gene_id Crebl2; transcript_id NM_177687;  gene_name Crebl2;,27684,Crebl2
chr6,refGene,transcript,115810729,115838412,.,-,.,gene_id Efcab12; transcript_id NM_001110506;  gene_name Efcab12;,27683,Efcab12
chr13,refGene,transcript,31213410,31241086,.,-,.,gene_id 4930401O12Rik; transcript_id NR_045957;  gene_name 4930401O12Rik;,27676,4930401O12Rik
chr10,refGene,transcript,60106257,60133913,.,+,.,gene_id Spock2; transcript_id NM_052994;  gene_name Spock2;,27656,Spock2
chr2,refGene,transcript,131820006,131847656,.,-,.,gene_id 5330413P13Rik; transcript_id NR_029381;  gene_name 5330413P13Rik;,27650,5330413P13Rik
chr10,refGene,transcript,76595756,76623404,.,-,.,gene_id Col6a2; transcript_id NM_146007;  gene_name Col6a2;,27648,Col6a2
chrX,refGene,transcript,134059176,134086822,.,+,.,gene_id Cstf2; transcript_id NM_001359053;  gene_name Cstf2;,27646,Cstf2
chr9,refGene,transcript,19622091,19649731,.,+,.,gene_id Zfp317; transcript_id NM_172918;  gene_name Zfp317;,27640,Zfp317
chr3,refGene,transcript,14578671,14606309,.,+,.,gene_id E2f5; transcript_id NM_007892;  gene_name E2f5;,27638,E2f5
chr19,refGene,transcript,12599984,12627616,.,+,.,gene_id Gm4952; transcript_id NM_001167907;  gene_name Gm4952;,27632,Gm4952
chr7,refGene,transcript,68236608,68264233,.,-,.,gene_id Pgpep1l; transcript_id NM_030101;  gene_name Pgpep1l;,27625,Pgpep1l
chr5,refGene,transcript,124004641,124032260,.,-,.,gene_id Vps37b; transcript_id NM_177876;  gene_name Vps37b;,27619,Vps37b
chr5,refGene,transcript,135023482,135051100,.,+,.,gene_id Stx1a; transcript_id NR_133683;  gene_name Stx1a;,27618,Stx1a
chr9,refGene,transcript,83778692,83806305,.,-,.,gene_id Elovl4; transcript_id NM_148941;  gene_name Elovl4;,27613,Elovl4
chr8,refGene,transcript,124635756,124663369,.,-,.,gene_id 2310022B05Rik; transcript_id NM_175149;  gene_name 2310022B05Rik;,27613,2310022B05Rik
chr17,refGene,transcript,56040416,56068026,.,+,.,gene_id Chaf1a; transcript_id NM_013733;  gene_name Chaf1a;,27610,Chaf1a
chr1,refGene,transcript,164796663,164824273,.,+,.,gene_id Dpt; transcript_id NM_019759;  gene_name Dpt;,27610,Dpt
chr2,refGene,transcript,121171168,121198770,.,+,.,gene_id Tubgcp4; transcript_id NM_153387;  gene_name Tubgcp4;,27602,Tubgcp4
chr4,refGene,transcript,63558763,63586357,.,+,.,gene_id Tmem268; transcript_id NM_001356355;  gene_name Tmem268;,27594,Tmem268
chr12,refGene,transcript,84316859,84344439,.,+,.,gene_id Zfp410; transcript_id NR_157102;  gene_name Zfp410;,27580,Zfp410
chr13,refGene,transcript,67729262,67756838,.,+,.,gene_id Zfp85os; transcript_id NR_027969;  gene_name Zfp85os;,27576,Zfp85os
chr10,refGene,transcript,22703877,22731447,.,-,.,gene_id Tbpl1; transcript_id NM_011603;  gene_name Tbpl1;,27570,Tbpl1
chr8,refGene,transcript,111643443,111671011,.,+,.,gene_id Zfp1; transcript_id NM_011742;  gene_name Zfp1;,27568,Zfp1
chr7,refGene,transcript,3303532,3331097,.,+,.,gene_id Prkcg; transcript_id NM_001291434;  gene_name Prkcg;,27565,Prkcg
chr9,refGene,transcript,78081500,78109065,.,-,.,gene_id Fbxo9; transcript_id NM_001081490;  gene_name Fbxo9;,27565,Fbxo9
chr7,refGene,transcript,16842902,16870461,.,+,.,gene_id Prkd2; transcript_id NM_001252458;  gene_name Prkd2;,27559,Prkd2
chr13,refGene,transcript,111522350,111549909,.,-,.,gene_id Gm15290; transcript_id NR_151444;  gene_name Gm15290;,27559,Gm15290
chr9,refGene,transcript,5345476,5373034,.,+,.,gene_id Casp12; transcript_id NM_009808;  gene_name Casp12;,27558,Casp12
chr8,refGene,transcript,95017692,95045249,.,+,.,gene_id Adgrg3; transcript_id NM_173036;  gene_name Adgrg3;,27557,Adgrg3
chr14,refGene,transcript,3049285,3076838,.,+,.,gene_id Gm2897; transcript_id NM_001177715;  gene_name Gm2897;,27553,Gm2897
chr17,refGene,transcript,34039138,34066684,.,+,.,gene_id Col11a2; transcript_id NM_009926;  gene_name Col11a2;,27546,Col11a2
chr10,refGene,transcript,43874190,43901736,.,-,.,gene_id Qrsl1; transcript_id NM_001081054;  gene_name Qrsl1;,27546,Qrsl1
chr3,refGene,transcript,106547798,106575341,.,+,.,gene_id Dram2; transcript_id NM_001286987;  gene_name Dram2;,27543,Dram2
chr3,refGene,transcript,41500931,41528474,.,-,.,gene_id 2400006E01Rik; transcript_id NR_130791;  gene_name 2400006E01Rik;,27543,2400006E01Rik
chr9,refGene,transcript,26733808,26761350,.,+,.,gene_id B3gat1; transcript_id NM_001310766;  gene_name B3gat1;,27542,B3gat1
chr14,refGene,transcript,47540893,47568434,.,-,.,gene_id Atg14; transcript_id NM_172599;  gene_name Atg14;,27541,Atg14
chr4,refGene,transcript,126286794,126314330,.,+,.,gene_id Col8a2; transcript_id NM_199473;  gene_name Col8a2;,27536,Col8a2
chr9,refGene,transcript,65460937,65488470,.,+,.,gene_id Spg21; transcript_id NM_138584;  gene_name Spg21;,27533,Spg21
chr15,refGene,transcript,7810048,7837580,.,+,.,gene_id Gdnf; transcript_id NM_001301332;  gene_name Gdnf;,27532,Gdnf
chr3,refGene,transcript,59316735,59344256,.,-,.,gene_id Igsf10; transcript_id NM_001162884;  gene_name Igsf10;,27521,Igsf10
chr9,refGene,transcript,53405286,53432803,.,+,.,gene_id 4930550C14Rik; transcript_id NM_029247;  gene_name 4930550C14Rik;,27517,4930550C14Rik
chr11,refGene,transcript,17051859,17079372,.,+,.,gene_id Cnrip1; transcript_id NM_029861;  gene_name Cnrip1;,27513,Cnrip1
chr9,refGene,transcript,65552577,65580087,.,-,.,gene_id Plekho2; transcript_id NM_153119;  gene_name Plekho2;,27510,Plekho2
chr17,refGene,transcript,25958364,25985874,.,-,.,gene_id Capn15; transcript_id NM_001347334;  gene_name Capn15;,27510,Capn15
chr2,refGene,transcript,110017817,110045325,.,+,.,gene_id Ccdc34; transcript_id NR_149736;  gene_name Ccdc34;,27508,Ccdc34
chr14,refGene,transcript,6259747,6287250,.,-,.,gene_id LOC100861615; transcript_id NM_001270812;  gene_name LOC100861615;,27503,LOC100861615
chr1,refGene,transcript,82724890,82752389,.,+,.,gene_id Mff; transcript_id NM_001310699;  gene_name Mff;,27499,Mff
chr4,refGene,transcript,145510759,145538251,.,+,.,gene_id Zfp990; transcript_id NM_001324553;  gene_name Zfp990;,27492,Zfp990
chr12,refGene,transcript,104214454,104241944,.,+,.,gene_id Serpina3g; transcript_id NM_009251;  gene_name Serpina3g;,27490,Serpina3g
chr8,refGene,transcript,63924694,63952170,.,-,.,gene_id Sgo2b; transcript_id NM_001195687;  gene_name Sgo2b;,27476,Sgo2b
chr3,refGene,transcript,89831370,89858846,.,+,.,gene_id She; transcript_id NM_172530;  gene_name She;,27476,She
chrX,refGene,transcript,21714900,21742357,.,+,.,gene_id Slc6a14; transcript_id NM_020049;  gene_name Slc6a14;,27457,Slc6a14
chr7,refGene,transcript,4631495,4658950,.,-,.,gene_id Ppp6r1; transcript_id NM_172894;  gene_name Ppp6r1;,27455,Ppp6r1
chr6,refGene,transcript,120795244,120822698,.,-,.,gene_id Atp6v1e1; transcript_id NM_007510;  gene_name Atp6v1e1;,27454,Atp6v1e1
chr11,refGene,transcript,106008148,106035594,.,+,.,gene_id Kcnh6; transcript_id NM_001037712;  gene_name Kcnh6;,27446,Kcnh6
chr5,refGene,transcript,111734284,111761728,.,-,.,gene_id E130006D01Rik; transcript_id NR_045834;  gene_name E130006D01Rik;,27444,E130006D01Rik
chr1,refGene,transcript,183297060,183324501,.,+,.,gene_id Aida; transcript_id NM_181732;  gene_name Aida;,27441,Aida
chr4,refGene,transcript,108834678,108862119,.,+,.,gene_id Txndc12; transcript_id NM_025334;  gene_name Txndc12;,27441,Txndc12
chr6,refGene,transcript,65117293,65144730,.,-,.,gene_id Hpgds; transcript_id NM_019455;  gene_name Hpgds;,27437,Hpgds
chr17,refGene,transcript,94722590,94750019,.,-,.,gene_id Mettl4; transcript_id NM_001357136;  gene_name Mettl4;,27429,Mettl4
chr7,refGene,transcript,111028951,111056377,.,+,.,gene_id Ctr9; transcript_id NM_009431;  gene_name Ctr9;,27426,Ctr9
chr13,refGene,transcript,52096741,52124160,.,+,.,gene_id 4921525O09Rik; transcript_id NR_045061;  gene_name 4921525O09Rik;,27419,4921525O09Rik
chr4,refGene,transcript,111875377,111902796,.,-,.,gene_id Slc5a9; transcript_id NM_145551;  gene_name Slc5a9;,27419,Slc5a9
chr12,refGene,transcript,87238875,87266286,.,-,.,gene_id Vipas39; transcript_id NM_001142580;  gene_name Vipas39;,27411,Vipas39
chr4,refGene,transcript,115411624,115439034,.,+,.,gene_id Cyp4a12b; transcript_id NM_172306;  gene_name Cyp4a12b;,27410,Cyp4a12b
chr6,refGene,transcript,13580689,13608098,.,-,.,gene_id Tmem168; transcript_id NM_028990;  gene_name Tmem168;,27409,Tmem168
chr16,refGene,transcript,34651211,34678610,.,+,.,gene_id Ropn1; transcript_id NM_030744;  gene_name Ropn1;,27399,Ropn1
chr4,refGene,transcript,136929419,136956816,.,-,.,gene_id Epha8; transcript_id NM_007939;  gene_name Epha8;,27397,Epha8
chr11,refGene,transcript,3452437,3479831,.,+,.,gene_id 8430429K09Rik; transcript_id NR_028317;  gene_name 8430429K09Rik;,27394,8430429K09Rik
chr2,refGene,transcript,29060263,29087650,.,+,.,gene_id Ttf1; transcript_id NM_009442;  gene_name Ttf1;,27387,Ttf1
chr14,refGene,transcript,77479483,77506868,.,-,.,gene_id Gm6994; transcript_id NR_033141;  gene_name Gm6994;,27385,Gm6994
chr13,refGene,transcript,34875494,34902878,.,+,.,gene_id Prpf4b; transcript_id NM_013830;  gene_name Prpf4b;,27384,Prpf4b
chr7,refGene,transcript,66689889,66717256,.,+,.,gene_id Lins1; transcript_id NR_034030;  gene_name Lins1;,27367,Lins1
chr1,refGene,transcript,153425209,153452574,.,+,.,gene_id Shcbp1l; transcript_id NM_001033162;  gene_name Shcbp1l;,27365,Shcbp1l
chr8,refGene,transcript,45305801,45333163,.,-,.,gene_id Cyp4v3; transcript_id NM_133969;  gene_name Cyp4v3;,27362,Cyp4v3
chr1,refGene,transcript,16065979,16093325,.,-,.,gene_id 4930444P10Rik; transcript_id NM_001305227;  gene_name 4930444P10Rik;,27346,4930444P10Rik
chr10,refGene,transcript,36974544,37001888,.,+,.,gene_id Hdac2; transcript_id NM_008229;  gene_name Hdac2;,27344,Hdac2
chr4,refGene,transcript,132184916,132212256,.,-,.,gene_id Ythdf2; transcript_id NM_145393;  gene_name Ythdf2;,27340,Ythdf2
chr2,refGene,transcript,30097283,30124611,.,-,.,gene_id Zer1; transcript_id NM_178694;  gene_name Zer1;,27328,Zer1
chr10,refGene,transcript,79793572,79820896,.,+,.,gene_id Palm; transcript_id NM_023128;  gene_name Palm;,27324,Palm
chr19,refGene,transcript,11169419,11196737,.,-,.,gene_id Ms4a13; transcript_id NM_001347435;  gene_name Ms4a13;,27318,Ms4a13
chr15,refGene,transcript,79258195,79285509,.,-,.,gene_id Baiap2l2; transcript_id NM_177580;  gene_name Baiap2l2;,27314,Baiap2l2
